file_path,transcript
/content/drive/MyDrive/wav_16k/dialog_00300541.wav,그/ 날씨가 추워지면 뇌혈관 건강을 조심하세요.
/content/drive/MyDrive/wav_16k/dialog_00300538.wav,아/ 건강 잘 챙겨. 부모님께 잘 해드려야지.
/content/drive/MyDrive/wav_16k/dialog_00300539.wav,아/ 적금을 들으면 좋다고 하셨죠?
/content/drive/MyDrive/wav_16k/dialog_00300542.wav,그/ 탄산수를 먹는다 해서 충치가 생기지 않아요.
/content/drive/MyDrive/wav_16k/dialog_00300543.wav,그/ 루테인이 눈에 좋은 영양제에요.
/content/drive/MyDrive/wav_16k/dialog_00300549.wav,아/ 성적표를 받았는데 너무 안 좋았어.
/content/drive/MyDrive/wav_16k/dialog_00300548.wav,그+ 그렇게 쓰레기를 아무 데나 버리면 환경이 더러워지잖아요.
/content/drive/MyDrive/wav_16k/dialog_00300550.wav,음/ 엄마가 좋아하시는 영화가 개봉했다고 해요.
/content/drive/MyDrive/wav_16k/dialog_00300545.wav,저기/ 유료 방송 플랫폼 결제할지 고민 중이야.
/content/drive/MyDrive/wav_16k/dialog_00300546.wav,음/ 오늘 과제는 반려동물이 주는 교훈입니다.
/content/drive/MyDrive/wav_16k/dialog_00300547.wav,저기/ 보험 판매사들은 어디서 개인 전화번호를 얻는 거지?
/content/drive/MyDrive/wav_16k/dialog_00300553.wav,그/ 지진만큼 무서운 재해는 없어요.
/content/drive/MyDrive/wav_16k/dialog_00300554.wav,저기/ 나는 영화배우가 되기를 열망해 왔어.
/content/drive/MyDrive/wav_16k/dialog_00300555.wav,음/ 요즘은 다들 무슨 방송 보시나요?
/content/drive/MyDrive/wav_16k/dialog_00300559.wav,음/ 청약을 하는 건 기본으로 생각해야지.
/content/drive/MyDrive/wav_16k/dialog_00300551.wav,아/ 오늘 제주도 특산물 사러 가.
/content/drive/MyDrive/wav_16k/dialog_00300558.wav,저기/ 요새 아이돌 춤 따라 추는 게 재밌어.
/content/drive/MyDrive/wav_16k/dialog_00300557.wav,음/ 밥 먹게 나와서 수저 좀 놔.
/content/drive/MyDrive/wav_16k/dialog_00300552.wav,저기/ 성적 잘 나온 거 정말 실화야?
/content/drive/MyDrive/wav_16k/dialog_00300556.wav,음/ 오늘은 직업에 대해서 토론해보자.
/content/drive/MyDrive/wav_16k/dialog_00300564.wav,음/ 보험이 만기가 되면 돈을 조금 받을 수 있어요.
/content/drive/MyDrive/wav_16k/dialog_00300560.wav,그/ 음식은 제발 남기지 마세요.
/content/drive/MyDrive/wav_16k/dialog_00300562.wav,그/ 부정적인 생각이 건강까지 망치는 것 같아요.
/content/drive/MyDrive/wav_16k/dialog_00300563.wav,저기/ 다이어트를 어제부터 시작했어.
/content/drive/MyDrive/wav_16k/dialog_00300565.wav,아/ 관광지에 관련해서는 생각을 많이 해 봤어요.
/content/drive/MyDrive/wav_16k/dialog_00300566.wav,저기/ 휴양지에 관련해서는 생각이 너무 많아요.
/content/drive/MyDrive/wav_16k/dialog_00300561.wav,그/ 내일까지 건강검진 제출해야 된대.
/content/drive/MyDrive/wav_16k/dialog_00300571.wav,그/ 휴가철이라 그런지 어딜 가도 사람이 많네요.
/content/drive/MyDrive/wav_16k/dialog_00300568.wav,그/ 돈을 아껴 써야 하는데 계속 지출이 늘어나고 있어.
/content/drive/MyDrive/wav_16k/dialog_00300570.wav,그/ 날씨가 좋지 않은 날에는 파전을 구워 먹어.
/content/drive/MyDrive/wav_16k/dialog_00300569.wav,아/ 일상 대화를 하면서 반말을 하지 마세요.
/content/drive/MyDrive/wav_16k/dialog_00300567.wav,그/ 태풍이 너무 자주 오는 거 아닌가?
/content/drive/MyDrive/wav_16k/dialog_00300572.wav,그/ 환경보호단체에서 아르바이트했었어.
/content/drive/MyDrive/wav_16k/dialog_00300575.wav,음/ (어젯밤에)/(어제밤에) 지진 온 거 너도 느꼈어?
/content/drive/MyDrive/wav_16k/dialog_00300574.wav,음/ 로또 1등 당첨되면 자산관리사한테 맡길까?
/content/drive/MyDrive/wav_16k/dialog_00300573.wav,음/ 오늘은 보험에 대해서 토론해보자.
/content/drive/MyDrive/wav_16k/dialog_00300580.wav,아/ 휴가에 대해서 많이 알고 싶어.
/content/drive/MyDrive/wav_16k/dialog_00300578.wav,그/ 국어 선생님이 이번 시험은 리포터로 대체할 거라고 하던데.
/content/drive/MyDrive/wav_16k/dialog_00300576.wav,저기/ 요즘 머리가 복잡해서 머리에 지진이 내린다.
/content/drive/MyDrive/wav_16k/dialog_00300577.wav,저기/ 방송에 대해서 생각할 때면 머리가 (아파져)/(아파와).
/content/drive/MyDrive/wav_16k/dialog_00300581.wav,그/ 오늘 저녁은 어떤 걸 먹으러 갈까?
/content/drive/MyDrive/wav_16k/dialog_00300579.wav,저기/ 저는 할아버지의 생일을 몰라요.
/content/drive/MyDrive/wav_16k/dialog_00300588.wav,그/ 여기 특산물은 여러 가지가 있어.
/content/drive/MyDrive/wav_16k/dialog_00300585.wav,아/ 음악 없이는 세상을 살아가지 못할 것 같아요.
/content/drive/MyDrive/wav_16k/dialog_00300586.wav,그/ 넌 항상 수업시간에 늦으니 성적이 떨어지지.
/content/drive/MyDrive/wav_16k/dialog_00300583.wav,음/ 오늘 과제는 선생님이 주는 교훈입니다.
/content/drive/MyDrive/wav_16k/dialog_00300582.wav,음/ 누구에게나 가족은 정말 소중하죠.
/content/drive/MyDrive/wav_16k/dialog_00300587.wav,저기/ 태풍 쪽으로는 알아볼게 너무 많아요.
/content/drive/MyDrive/wav_16k/dialog_00300591.wav,아/ 저희 트레이너들이 당신의 운동 습관을 바꾸어 드리겠습니다.
/content/drive/MyDrive/wav_16k/dialog_00300590.wav,저기/ 아이돌에 대해서 조금씩이나마 알아보려고 해요.
/content/drive/MyDrive/wav_16k/dialog_00300589.wav,음/ 뱀을 애완동물로 키우는 사람은 강심장인가 봐.
/content/drive/MyDrive/wav_16k/dialog_00300584.wav,아/ 올해 비가 많이 온 것도 지구온난화 원인이 있단 말을 들었어요.
/content/drive/MyDrive/wav_16k/dialog_00300592.wav,그/ 에어컨 지금처럼 많이 켜면 지구온난화는 가속화될 거야.
/content/drive/MyDrive/wav_16k/dialog_00300597.wav,그/ 특산물 사업이 성공적으로 끝났어.
/content/drive/MyDrive/wav_16k/dialog_00300601.wav,저기/ 이번에는 꼭 좋은 성적을 거둘 것 같아.
/content/drive/MyDrive/wav_16k/dialog_00300594.wav,아/ 건강검진이 있는데 물을 마셔버렸어.
/content/drive/MyDrive/wav_16k/dialog_00300599.wav,음/ 청소를 매일 하는 건 정말 힘들어.
/content/drive/MyDrive/wav_16k/dialog_00300598.wav,아/ 어제 오랜만에 고향에 갔더니 어색하더라고요.
/content/drive/MyDrive/wav_16k/dialog_00300596.wav,그/ 밥 안 먹었으면 저녁에 곱창 먹자.
/content/drive/MyDrive/wav_16k/dialog_00300593.wav,그/ 현대에도 못 고치는 질병이 있을까?
/content/drive/MyDrive/wav_16k/dialog_00300595.wav,아/ 휴가 때 만나서 다 같이 밥이나 먹자.
/content/drive/MyDrive/wav_16k/dialog_00300600.wav,아/ 할머니 생신 축하드려요. 만수무강하세요.
/content/drive/MyDrive/wav_16k/dialog_00300605.wav,음/ AI가 직접 서빙을 해주니까 편하게 식사할 수 있네요.
/content/drive/MyDrive/wav_16k/dialog_00300604.wav,아/ 음식에 대해서 모르는 게 많아요.
/content/drive/MyDrive/wav_16k/dialog_00300608.wav,아/ 이제 나이가 먹으니 목에도 주름이 생겼어요.
/content/drive/MyDrive/wav_16k/dialog_00300606.wav,아/ 특산물에 대해서 많이 알고 싶어요.
/content/drive/MyDrive/wav_16k/dialog_00300602.wav,아/ 금리가 낮아지면 적금을 해도 소용이 없어.
/content/drive/MyDrive/wav_16k/dialog_00300609.wav,그/ 관광지는 역시 한국 관광지가 (최고죠)/(짱이죠).
/content/drive/MyDrive/wav_16k/dialog_00300607.wav,아/ 쓰레기 버리고 싶은데 쓰레기통이 안 보이네.
/content/drive/MyDrive/wav_16k/dialog_00300603.wav,아/ 날씨가 흐리면 기분이 우울해.
/content/drive/MyDrive/wav_16k/dialog_00300610.wav,저기/ 경제가 코로나로 인해 안 좋아.
/content/drive/MyDrive/wav_16k/dialog_00300611.wav,저기/ 영양제를 먹으니 뼈가 튼튼해졌어.
/content/drive/MyDrive/wav_16k/dialog_00300612.wav,아/ 고향으로 내려가는 기차표는 예매하셨어요?
/content/drive/MyDrive/wav_16k/dialog_00300613.wav,아/ 이 직업을 가지면 왜 좋아요?
/content/drive/MyDrive/wav_16k/dialog_00300619.wav,음/ 오늘 과제는 코로나가 주는 교훈이다.
/content/drive/MyDrive/wav_16k/dialog_00300617.wav,그/ 요즘 집에서 운동만 죽어라 하고 있어요.
/content/drive/MyDrive/wav_16k/dialog_00300616.wav,그다음 주에 교생선생님들 오신대.
/content/drive/MyDrive/wav_16k/dialog_00300621.wav,그/ 작년부터 청약 저축에 가입해서 돈을 넣고 있어요.
/content/drive/MyDrive/wav_16k/dialog_00300614.wav,저기/ 운동 관련해서는 긍정적인 생각이 들어.
/content/drive/MyDrive/wav_16k/dialog_00300618.wav,그이 축제는 내가 주최한 거야.
/content/drive/MyDrive/wav_16k/dialog_00300622.wav,아/ 난 가을 날씨가 제일 좋더라.
/content/drive/MyDrive/wav_16k/dialog_00300615.wav,그/ 요즘 방송에 온통 코로나 뉴스뿐이에요.
/content/drive/MyDrive/wav_16k/dialog_00300620.wav,그/ 직업이 그쪽이라 어쩔 수 없나 봐요.
/content/drive/MyDrive/wav_16k/dialog_00300629.wav,음/ 공감능력이 필요한 직업을 찾아봐요.
/content/drive/MyDrive/wav_16k/dialog_00300624.wav,아/ 점심 식사는 11시부터 시작입니다.
/content/drive/MyDrive/wav_16k/dialog_00300631.wav,저기/ 언제 휴가를 쓸 수 있을까요?
/content/drive/MyDrive/wav_16k/dialog_00300630.wav,아/ 무엇이든 하기에 늦은 나이란 존재하지 않습니다.
/content/drive/MyDrive/wav_16k/dialog_00300623.wav,저기/ 음악에 관해서는 비관적인 생각을 해요.
/content/drive/MyDrive/wav_16k/dialog_00300627.wav,음/ 집에서 강아지와 노는 중입니다.
/content/drive/MyDrive/wav_16k/dialog_00300625.wav,아/ 경제 관련 책도 좀 보고 공부 좀 해.
/content/drive/MyDrive/wav_16k/dialog_00300628.wav,음/ 오늘은 청소에 대해서 토론해봅시다.
/content/drive/MyDrive/wav_16k/dialog_00300626.wav,그전 일본의 오사카가 그렇게 좋았어요.
/content/drive/MyDrive/wav_16k/dialog_00300632.wav,음/ 성적이 떨어진다고 비관하거나 우울해하지는 마세요.
/content/drive/MyDrive/wav_16k/dialog_00300639.wav,저기/ 건강관리에 관해서는 비관적인 생각을 해요.
/content/drive/MyDrive/wav_16k/dialog_00300633.wav,그/ 건강 검진하세요 좋은 말 할 때요.
/content/drive/MyDrive/wav_16k/dialog_00300635.wav,그/ 이천 특산물 하면 쌀이잖아요.
/content/drive/MyDrive/wav_16k/dialog_00300638.wav,아+ 아이돌이 추는 춤 배우고 싶어요.
/content/drive/MyDrive/wav_16k/dialog_00300634.wav,아/ 어느 지역에 부동산을 투자하셨나요.
/content/drive/MyDrive/wav_16k/dialog_00300637.wav,음+ 음악이 유일한 마약이라고도 하잖아요.
/content/drive/MyDrive/wav_16k/dialog_00300636.wav,아/ 제 생각에는 전세 대출을 받는 편이 좋을 것 같아요.
/content/drive/MyDrive/wav_16k/dialog_00300640.wav,저기/ 아니면 가족들이랑 상의해봐.
/content/drive/MyDrive/wav_16k/dialog_00300644.wav,음/ 경제 살리기 동참해주시는 거 정말이죠?
/content/drive/MyDrive/wav_16k/dialog_00300650.wav,저기/ 저희 부모님은 나이 차가 많습니다.
/content/drive/MyDrive/wav_16k/dialog_00300645.wav,음/ 오늘 과제는 세계도시가 주는 교훈입니다.
/content/drive/MyDrive/wav_16k/dialog_00300649.wav,아/ 울산에 가볼 만한 관광지 추천해줄래?
/content/drive/MyDrive/wav_16k/dialog_00300646.wav,아/ 그 사람 직업이 뭔지 모르겠지만 (왠지)/(웬지) 수상해.
/content/drive/MyDrive/wav_16k/dialog_00300641.wav,저기/ 휴가를 연달아 떠나는 경우가 드물어.
/content/drive/MyDrive/wav_16k/dialog_00300642.wav,음/ 어떤 영양제를 챙겨 드시나요?
/content/drive/MyDrive/wav_16k/dialog_00300648.wav,아/ 생명보험 갱신 기간이 다가오고 있어.
/content/drive/MyDrive/wav_16k/dialog_00300643.wav,저기/ 친구 만나기 잔에 머리 염색부터 하려고요.
/content/drive/MyDrive/wav_16k/dialog_00300647.wav,저기/ 오늘 영화가 새로 개봉한댔어.
/content/drive/MyDrive/wav_16k/dialog_00300654.wav,음/ 질병에 관련된 영화를 알고 있어?
/content/drive/MyDrive/wav_16k/dialog_00300651.wav,그/ 폭염주의보래요 조심하세요.
/content/drive/MyDrive/wav_16k/dialog_00300652.wav,그/ 오늘 서해안을 시작으로 전국에 비가 옵니다.
/content/drive/MyDrive/wav_16k/dialog_00300655.wav,음/ 방송에서도 거리두기를 실천하래.
/content/drive/MyDrive/wav_16k/dialog_00300653.wav,음/ 좁은 길이 많으니까 편한 신발 신어.
/content/drive/MyDrive/wav_16k/dialog_00300656.wav,음/ 우리 집 좀 얼른 팔리게 해달라고 부동산에 부탁했어.
/content/drive/MyDrive/wav_16k/dialog_00300660.wav,그/ 내일 보험 상담하러 방문할게요.
/content/drive/MyDrive/wav_16k/dialog_00300657.wav,그/ 방송을 보다가 궁금한 점이 생겼어요.
/content/drive/MyDrive/wav_16k/dialog_00300659.wav,그/ 이제 풀 말고 고기가 먹고 싶다고.
/content/drive/MyDrive/wav_16k/dialog_00300661.wav,음+ 음악 프로그램이 대부분 상업적으로 변질된 것 같아요.
/content/drive/MyDrive/wav_16k/dialog_00300658.wav,아/ 식사 시 올바른 (젓가락질)/(젖가락질) 사용법에 대해 배우고 싶어요.
/content/drive/MyDrive/wav_16k/dialog_00300662.wav,아/ 적금 만기 (돼서)/(되서) 찾으러 (가려고요)/(가려구요).
/content/drive/MyDrive/wav_16k/dialog_00300666.wav,그/ 폭염에 건강하게 지내는 방법에 대해 알고 있니?
/content/drive/MyDrive/wav_16k/dialog_00300667.wav,저기/ 영양제에 대해서 항상 부정적인 생각이었어요.
/content/drive/MyDrive/wav_16k/dialog_00300663.wav,그전 살면서 해외여행을 간 적이 없어요.
/content/drive/MyDrive/wav_16k/dialog_00300664.wav,그/ 세계도시 중에서 어느 곳을 가고 싶어요?
/content/drive/MyDrive/wav_16k/dialog_00300665.wav,음/ 태풍 하이 선의 경로가 어떻게 되나요?
/content/drive/MyDrive/wav_16k/dialog_00300673.wav,그/ 팔뚝살 먼저 빼고 싶어요. 너무 답답해요.
/content/drive/MyDrive/wav_16k/dialog_00300669.wav,그/ 나는 방송에서 (비치는)/(비춰지는) 이미지랑 달라.
/content/drive/MyDrive/wav_16k/dialog_00300670.wav,아/ 너 이번에 차 새로 샀다며 운전자 보험은 들었어?
/content/drive/MyDrive/wav_16k/dialog_00300672.wav,그/ 제 다음 생일은 챙겨주실 거죠?
/content/drive/MyDrive/wav_16k/dialog_00300674.wav,아/ 내일 개봉하는 공포영화같이 보러 가자.
/content/drive/MyDrive/wav_16k/dialog_00300668.wav,저기/ 성적이 많이 올랐어? 비결이 뭐야?
/content/drive/MyDrive/wav_16k/dialog_00300671.wav,저기/ 내 적금 기한이 많이 남았어.
/content/drive/MyDrive/wav_16k/dialog_00300675.wav,저기/ 세계도시에 대해서 깊게 생각을 해.
/content/drive/MyDrive/wav_16k/dialog_00300683.wav,아/ 방송에서 반말을 하는 것은 무례한 행동입니다.
/content/drive/MyDrive/wav_16k/dialog_00300680.wav,그/ 미국의 도시에 대해 아는 데로 알려주세요.
/content/drive/MyDrive/wav_16k/dialog_00300684.wav,그/ 요즘은 보험이 없으면 안 되는 세상이야.
/content/drive/MyDrive/wav_16k/dialog_00300681.wav,아/ 태풍이 제주도 해상을 지나고 있습니다.
/content/drive/MyDrive/wav_16k/dialog_00300678.wav,아/ 중간고사 성적이 좋게 나왔다.
/content/drive/MyDrive/wav_16k/dialog_00300682.wav,아/ 적금을 얼마나 많이 넣으셨나요.
/content/drive/MyDrive/wav_16k/dialog_00300676.wav,저기/ 금리를 비교하기 쉽게 사이트가 (있더라고)/(있더라구).
/content/drive/MyDrive/wav_16k/dialog_00300677.wav,그+ 그 남자분과 함께 음식을 먹고 계산을 했어요.
/content/drive/MyDrive/wav_16k/dialog_00300679.wav,그/ 괜히 잘못 먹고 병 걸리지 말아요.
/content/drive/MyDrive/wav_16k/dialog_00300685.wav,저기/ 부동산 투기가 과연 사라지기는 할까요?
/content/drive/MyDrive/wav_16k/dialog_00300689.wav,아/ 식사할 때는 조용히 좀 먹어라.
/content/drive/MyDrive/wav_16k/dialog_00300690.wav,아/ 오늘 (머릿속에)/(머리속에) 우리나라 아이돌에 대해 생각해 보네요.
/content/drive/MyDrive/wav_16k/dialog_00300688.wav,아/ 휴가인 줄 모르고 열심히 일만 했네.
/content/drive/MyDrive/wav_16k/dialog_00300691.wav,아/ 너 고향이 엄청 시골이라고 그랬잖아.
/content/drive/MyDrive/wav_16k/dialog_00300687.wav,아/ 나 어제 늦잠 자니라 학교 결석했어.
/content/drive/MyDrive/wav_16k/dialog_00300686.wav,그/ 선생님께 과제 제출을 늦게 해서 혼났어.
/content/drive/MyDrive/wav_16k/dialog_00300694.wav,아/ 오늘 (머릿속에)/(머리속에) 다이어트에 대해 생각해 보네요.
/content/drive/MyDrive/wav_16k/dialog_00300695.wav,저기/ 그 지역의 특산물은 뭐가 있니?
/content/drive/MyDrive/wav_16k/dialog_00300693.wav,음/ 냉이무침이 참 향긋하고 맛있습니다.
/content/drive/MyDrive/wav_16k/dialog_00300696.wav,저기/ 고향에 대해선 아는 게 별로 없어요.
/content/drive/MyDrive/wav_16k/dialog_00300692.wav,아/ 청소하고 나서 뒷정리 깔끔하게 하고 집에 가자.
/content/drive/MyDrive/wav_16k/dialog_00300697.wav,음/ 어제 나온 방송은 혹시 보셨어요?
/content/drive/MyDrive/wav_16k/dialog_00300699.wav,그/ 가족의 기준을 두고 사이코지만 괜찮아에서 같이 사진을 찍으면 가족이 된다는 말이 인상 깊었어요.
/content/drive/MyDrive/wav_16k/dialog_00300701.wav,음/ 오늘 과제는 건강검진이 주는 교훈입니다.
/content/drive/MyDrive/wav_16k/dialog_00300700.wav,저기/ 경제 관련 박람회에 참석했어요.
/content/drive/MyDrive/wav_16k/dialog_00300698.wav,아/ 이 옷은 당신 나이에 맞지 않는 옷입니다.
/content/drive/MyDrive/wav_16k/dialog_00300703.wav,아/ 이곳의 특산물은 다른 지역의 것과는 차별됩니다.
/content/drive/MyDrive/wav_16k/dialog_00300712.wav,아/ 다이어트로 저는 (10킬로를)/(10키로를) 감량했어요.
/content/drive/MyDrive/wav_16k/dialog_00300710.wav,음/ 여기는 휴양지에 짜장면 가게가 있어요.
/content/drive/MyDrive/wav_16k/dialog_00300705.wav,저기/ 그 아이돌은 이 브랜드 평판에서 상위권을 차지해요.
/content/drive/MyDrive/wav_16k/dialog_00300704.wav,음/ 난 파리에 가보고 싶은 적 한 번도 없었어요.
/content/drive/MyDrive/wav_16k/dialog_00300708.wav,그/ 나의 직업은 굉장히 의미 있어.
/content/drive/MyDrive/wav_16k/dialog_00300709.wav,저기/ 휴가차 런던에 다녀오셨다고 들었어요.
/content/drive/MyDrive/wav_16k/dialog_00300702.wav,음/ 아이돌에 한번 빠져보는 것도 나쁘지 않아.
/content/drive/MyDrive/wav_16k/dialog_00300707.wav,음/ 이게 특산물로 지정되는 과정이야.
/content/drive/MyDrive/wav_16k/dialog_00300711.wav,아/ 미국의 수도의 명칭은 워싱턴 D.C입니다.
/content/drive/MyDrive/wav_16k/dialog_00300706.wav,아/ 보령머드축제에 오시면 다양한 볼거리와 먹을거리가 있습니다.
/content/drive/MyDrive/wav_16k/dialog_00300713.wav,아/ 나 어제 아침 먹고 학교 갔어.
/content/drive/MyDrive/wav_16k/dialog_00300714.wav,아/ 건강검진을 통해 내가 가진 몸의 나이를 알아봐요.
/content/drive/MyDrive/wav_16k/dialog_00300715.wav,그/ 서울은 태풍이 늘 (비껴가는)/(빗겨가는) 것 같아.
/content/drive/MyDrive/wav_16k/dialog_00300716.wav,그/ 미안해요 금리가 이렇게 짠지 몰랐어요.
/content/drive/MyDrive/wav_16k/dialog_00300719.wav,그/ 가지고 있는 부동산을 모두 팔았어요.
/content/drive/MyDrive/wav_16k/dialog_00300723.wav,그/ 자산관리는 누구에게 맞기는 것이 좋을까요?
/content/drive/MyDrive/wav_16k/dialog_00300718.wav,그/ 이번에 저랑 같이 공모전에 참여해주시면 안 될까요?
/content/drive/MyDrive/wav_16k/dialog_00300717.wav,음/ 적금을 미리 들어놔서 다행인걸?
/content/drive/MyDrive/wav_16k/dialog_00300720.wav,아/ 이런 경제 상황에서 어떻게 창업을 하니.
/content/drive/MyDrive/wav_16k/dialog_00300721.wav,저기/ 폭염에 대해서 곰곰이 생각해 봐.
/content/drive/MyDrive/wav_16k/dialog_00300722.wav,아/ 세계 도시 중 어디가 아름답다고 생각하냐.
/content/drive/MyDrive/wav_16k/dialog_00300730.wav,그+ 그가 나를 보더니 동공 지진이 났어요.
/content/drive/MyDrive/wav_16k/dialog_00300728.wav,음/ 적금이라도 잘 들어야 돈을 모을 수 있단다.
/content/drive/MyDrive/wav_16k/dialog_00300725.wav,음/ 사용한 물건은 제자리에 놔둬.
/content/drive/MyDrive/wav_16k/dialog_00300731.wav,저기/ 건강에 대해서 조금씩이나마 알아보려고 해.
/content/drive/MyDrive/wav_16k/dialog_00300724.wav,저기/ 음악에 대해서 생각할 때면 머리가 (아파져)/(아파와).
/content/drive/MyDrive/wav_16k/dialog_00300733.wav,아/ 관광지에서는 쓰레기를 아무 (데나)/(대나) 버리면 안 된다고 배웠어요.
/content/drive/MyDrive/wav_16k/dialog_00300732.wav,음/ 오늘 날씨도 좋은데 산책이라도 갈까? 좋아 이따 만나자.
/content/drive/MyDrive/wav_16k/dialog_00300729.wav,그/ 건강관리는 제대로 하고 계신 건가요?
/content/drive/MyDrive/wav_16k/dialog_00300727.wav,저기/ 나이가 몇 살인데 아직도 밥을 혼자 못 먹어?
/content/drive/MyDrive/wav_16k/dialog_00300726.wav,그/ 패스트푸드는 몸에 좋지 않은 음식이야.
/content/drive/MyDrive/wav_16k/dialog_00300736.wav,그/ 성적이 많이 올랐네? 학원 바꿨어?
/content/drive/MyDrive/wav_16k/dialog_00300737.wav,그/ 온난화 예방을 위해 너도 힘써.
/content/drive/MyDrive/wav_16k/dialog_00300734.wav,저기/ 어린이집 환경이 어떤 거 같아?
/content/drive/MyDrive/wav_16k/dialog_00300735.wav,그/ 나 스스로 살기도 벅차서 반려동물은 키우지 못할 거 같아.
/content/drive/MyDrive/wav_16k/dialog_00300745.wav,저기/ 건강검진 예약해 뒀어. 꼭 받아라.
/content/drive/MyDrive/wav_16k/dialog_00300744.wav,저기/ 해외여행에 대해서 생각할 때면 머리가 (아파져)/(아파와).
/content/drive/MyDrive/wav_16k/dialog_00300746.wav,아/ 너는 대출을 얼마나 받았냐?
/content/drive/MyDrive/wav_16k/dialog_00300739.wav,그/ 폭염인데 집에 있지 않고 어딜 가니?
/content/drive/MyDrive/wav_16k/dialog_00300740.wav,아/ 자동차 보험을 언제 가입하셨나요.
